level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	15	1	1	4	346	508	4	4	55.172634	+
5	1	15	1	1	5	357	504	29	13	96.733368	214
5	1	15	1	1	6	391	503	54	14	96.804428	Videos
2	1	16	0	0	0	51	576	184	32	-1	
3	1	16	1	0	0	51	576	184	32	-1	
4	1	16	1	1	0	51	576	184	32	-1	
5	1	16	1	1	1	51	576	30	32	87.454308	N
5	1	16	1	1	2	99	586	92	17	70.193733	Abonniert
5	1	16	1	1	3	212	589	23	12	31.928329	V
2	1	17	0	0	0	315	587	135	16	-1	
3	1	17	1	0	0	315	587	135	16	-1	
4	1	17	1	1	0	315	587	135	16	-1	
5	1	17	1	1	1	315	587	50	16	96.663734	Kanal
5	1	17	1	1	2	373	587	77	16	96.614586	aufrufen
2	1	18	0	0	0	524	576	189	37	-1	
3	1	18	1	0	0	524	576	189	37	-1	
4	1	18	1	1	0	524	576	189	37	-1	
5	1	18	1	1	1	524	576	37	37	93.796150	©
5	1	18	1	1	2	576	587	81	16	96.650215	YouTube
5	1	18	1	1	3	664	588	49	15	92.061310	Music
2	1	19	0	0	0	350	851	30	12	-1	
3	1	19	1	0	0	350	851	30	12	-1	
4	1	19	1	1	0	350	851	30	12	-1	
5	1	19	1	1	1	350	851	30	12	15.668688	6%
2	1	20	0	0	0	360	830	21	22	-1	
3	1	20	1	0	0	360	830	21	22	-1	
4	1	20	1	1	0	360	830	21	22	-1	
5	1	20	1	1	1	360	830	21	22	0.000000	Er
2	1	21	0	0	0	345	863	23	37	-1	
3	1	21	1	0	0	345	863	23	37	-1	
4	1	21	1	1	0	345	863	23	37	-1	
5	1	21	1	1	1	345	863	23	37	41.698837	4
2	1	22	0	0	0	431	884	8	15	-1	
3	1	22	1	0	0	431	884	8	15	-1	
4	1	22	1	1	0	431	884	8	15	-1	
5	1	22	1	1	1	431	884	8	15	73.767815	J
2	1	23	0	0	0	357	900	14	8	-1	
3	1	23	1	0	0	357	900	14	8	-1	
4	1	23	1	1	0	357	900	14	8	-1	
5	1	23	1	1	1	357	900	14	8	50.467674	A
2	1	24	0	0	0	612	1001	63	30	-1	
3	1	24	1	0	0	612	1001	63	30	-1	
4	1	24	1	1	0	612	1001	63	30	-1	
5	1	24	1	1	1	612	1001	24	30	19.321795	eS)
5	1	24	1	1	2	647	1015	28	14	96.948250	Mix
2	1	25	0	0	0	200	1010	229	43	-1	
3	1	25	1	0	0	200	1010	229	43	-1	
4	1	25	1	1	0	200	1010	229	43	-1	
5	1	25	1	1	1	200	1010	229	43	96.577660	AGGRO
2	1	26	0	0	0	436	1008	81	38	-1	
3	1	26	1	0	0	436	1008	81	38	-1	
4	1	26	1	1	0	436	1008	81	38	-1	
5	1	26	1	1	1	436	1008	81	38	92.032639	TV
2	1	27	0	0	0	49	1053	7	3	-1	
3	1	27	1	0	0	49	1053	7	3	-1	
4	1	27	1	1	0	49	1053	7	3	-1	
5	1	27	1	1	1	49	1053	7	3	0.000000	n
2	1	28	0	0	0	24	1084	111	18	-1	
3	1	28	1	0	0	24	1084	111	18	-1	
4	1	28	1	1	0	24	1084	111	18	-1	
5	1	28	1	1	1	24	1084	36	18	93.036461	Mix
5	1	28	1	1	2	68	1092	13	3	92.116974	-
5	1	28	1	1	3	89	1084	46	18	96.767761	Sido
2	1	29	0	0	0	342	1248	61	19	-1	
3	1	29	1	0	0	342	1248	61	19	-1	
4	1	29	1	1	0	342	1248	61	19	-1	
5	1	29	1	1	1	342	1248	42	19	9.622869	—_
2	1	30	0	0	0	400	1280	7	10	-1	
3	1	30	1	0	0	400	1280	7	10	-1	
4	1	30	1	1	0	400	1280	7	10	-1	
5	1	30	1	1	1	400	1280	7	10	28.782974	J
2	1	31	0	0	0	241	1316	390	110	-1	
3	1	31	1	0	0	241	1316	390	110	-1	
4	1	31	1	1	0	241	1316	390	110	-1	
5	1	31	1	1	1	241	1316	390	110	11.917582	SecA
2	1	32	0	0	0	345	1435	36	14	-1	
3	1	32	1	0	0	345	1435	36	14	-1	
4	1	32	1	1	0	345	1435	36	14	-1	
5	1	32	1	1	1	345	1435	36	14	60.105865	=e
2	1	33	0	0	0	53	1437	38	36	-1	
3	1	33	1	0	0	53	1437	38	36	-1	
4	1	33	1	1	0	53	1437	38	36	-1	
5	1	33	1	1	1	53	1437	38	36	89.184097	ft
2	1	34	0	0	0	342	1446	37	25	-1	
3	1	34	1	0	0	342	1446	37	25	-1	
4	1	34	1	1	0	342	1446	37	25	-1	
5	1	34	1	1	1	342	1446	37	25	39.216251	ch
2	1	35	0	0	0	489	1438	30	37	-1	
3	1	35	1	0	0	489	1438	30	37	-1	
4	1	35	1	1	0	489	1438	30	37	-1	
5	1	35	1	1	1	489	1438	30	37	21.927538	A
2	1	36	0	0	0	33	1486	79	14	-1	
3	1	36	1	0	0	33	1486	79	14	-1	
4	1	36	1	1	0	33	1486	79	14	-1	
5	1	36	1	1	1	33	1486	79	14	96.830528	Startseite
2	1	37	0	0	0	190	1486	53	14	-1	
3	1	37	1	0	0	190	1486	53	14	-1	
4	1	37	1	1	0	190	1486	53	14	-1	
5	1	37	1	1	1	190	1486	53	14	95.538971	Shorts
2	1	38	0	0	0	339	1486	42	14	-1	
3	1	38	1	0	0	339	1486	42	14	-1	
4	1	38	1	1	0	339	1486	42	14	-1	
5	1	38	1	1	1	339	1486	42	14	96.046913	Abos
2	1	39	0	0	0	437	1486	134	18	-1	
3	1	39	1	0	0	437	1486	134	18	-1	
4	1	39	1	1	0	437	1486	134	18	-1	
5	1	39	1	1	1	437	1486	134	18	92.082939	Benachrichtigu...
2	1	40	0	0	0	591	1486	116	14	-1	
3	1	40	1	0	0	591	1486	116	14	-1	
4	1	40	1	1	0	591	1486	116	14	-1	
5	1	40	1	1	1	591	1486	38	14	96.728867	Mein
5	1	40	1	1	2	635	1486	72	14	95.876511	YouTube
2	1	41	0	0	0	628	1539	10	10	-1	
3	1	41	1	0	0	628	1539	10	10	-1	
4	1	41	1	1	0	628	1539	10	10	-1	
5	1	41	1	1	1	628	1539	10	10	44.415127	0
2	1	42	0	0	0	342	1537	35	36	-1	
3	1	42	1	0	0	342	1537	35	36	-1	
4	1	42	1	1	0	342	1537	35	36	-1	
5	1	42	1	1	1	342	1537	35	36	85.459747	©
2	1	43	0	0	0	461	1540	65	29	-1	
3	1	43	1	0	0	461	1540	65	29	-1	
4	1	43	1	1	0	461	1540	65	29	-1	
5	1	43	1	1	1	461	1540	65	29	73.769371	4
2	1	44	0	0	0	619	1551	29	18	-1	
3	1	44	1	0	0	619	1551	29	18	-1	
4	1	44	1	1	0	619	1551	29	18	-1	
5	1	44	1	1	1	619	1551	29	18	87.430481	v
